collection,version
MITgcm_LLC4320_Pre-SWOT_JPL_L4_LabradorSea_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_MarmaraSea_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_NWAustralia_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_NWPacific_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_NewCaledonia_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_ROAM_MIZ_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_RockallTrough_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_WestAtlantic_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_WesternMed_v1.0,1.0
MITgcm_LLC4320_Pre-SWOT_JPL_L4_Yongala_v1.0,1.0
ML1OA,004
ML1OA,005
ML1RADD,004
ML1RADD,005
ML1RADG,004
ML1RADG,005
ML1RADT,004
ML1RADT,005
ML2BRO,004
ML2BRO,005
ML2CH3CL,004
ML2CH3CL,005
ML2CH3CN,004
ML2CH3CN,005
ML2CH3OH,004
ML2CH3OH,005
ML2CLO,004
ML2CLO,005
ML2CO,004
ML2CO,005
ML2CO_NRT,005
ML2DGG,004
ML2DGG,005
ML2DGM,004
ML2DGM,005
ML2GPH,004
ML2GPH,005
ML2H2O,004
ML2H2O,005
ML2H2O_NRT,005
ML2HCL,004
ML2HCL,005
ML2HCN,004
ML2HCN,005
ML2HNO3,004
ML2HNO3,005
ML2HNO3_NRT,005
ML2HO2,004
ML2HO2,005
ML2HOCL,004
ML2HOCL,005
ML2IWC,004
ML2IWC,005
ML2N2O,004
ML2N2O,005
ML2N2O_NRT,005
ML2O3,004
ML2O3,005
ML2O3_NRT,005
ML2OH,004
ML2OH,005
ML2RHI,004
ML2RHI,005
ML2SO2,004
ML2SO2,005
ML2SO2_NRT,005
ML2T,004
ML2T,005
ML2T_NRT,005
ML3DBCH3CL,004
ML3DBCH3CL,005
ML3DBCLO,004
ML3DBCLO,005
ML3DBCO,004
ML3DBCO,005
ML3DBGPH,004
ML3DBGPH,005
ML3DBH2O,004
ML3DBH2O,005
ML3DBHCL,004
ML3DBHCL,005
ML3DBHCN,004
ML3DBHCN,005
ML3DBHNO3,004
ML3DBHNO3,005
ML3DBHOCL,004
ML3DBHOCL,005
ML3DBIWC,004
ML3DBIWC,005
ML3DBN2O,004
ML3DBN2O,005
ML3DBO3,004
ML3DBO3,005
ML3DBOH,004
ML3DBOH,005
ML3DBRHI,004
ML3DBRHI,005
ML3DBSO2,004
ML3DBSO2,005
ML3DBT,004
ML3DBT,005
ML3DZCH3CL,004
ML3DZCH3CL,005
ML3DZCLO,004
ML3DZCLO,005
ML3DZCO,004
ML3DZCO,005
ML3DZGPH,004
ML3DZGPH,005
ML3DZH2O,004
ML3DZH2O,005
ML3DZHCL,004
ML3DZHCL,005
ML3DZHCN,004
ML3DZHCN,005
ML3DZHNO3,004
ML3DZHNO3,005
ML3DZHOCL,004
ML3DZHOCL,005
ML3DZIWC,004
ML3DZIWC,005
ML3DZMBRO,005
ML3DZMBRO,004
ML3DZMHO2,005
ML3DZMHO2,004
ML3DZN2O,004
ML3DZN2O,005
ML3DZO3,004
ML3DZO3,005
ML3DZOH,004
ML3DZOH,005
ML3DZRHI,004
ML3DZRHI,005
ML3DZSO2,004
ML3DZSO2,005
ML3DZT,004
ML3DZT,005
ML3MBCH3CL,004
ML3MBCH3CL,005
ML3MBCLO,004
ML3MBCLO,005
ML3MBCO,004
ML3MBCO,005
ML3MBGPH,004
ML3MBGPH,005
ML3MBH2O,004
ML3MBH2O,005
ML3MBHCL,004
ML3MBHCL,005
ML3MBHCN,004
ML3MBHCN,005
ML3MBHNO3,004
ML3MBHNO3,005
ML3MBHOCL,004
ML3MBHOCL,005
ML3MBIWC,004
ML3MBIWC,005
ML3MBN2O,004
ML3MBN2O,005
ML3MBO3,004
ML3MBO3,005
ML3MBOH,004
ML3MBOH,005
ML3MBRHI,004
ML3MBRHI,005
ML3MBSO2,004
ML3MBSO2,005
ML3MBT,004
ML3MBT,005
MOCE,0
MOD00F,6.1NRT
MOD00S,6NRT
MOD01,6.1NRT
MOD021KM,6.1
MOD021KM,6.1NRT
MOD02HKM,6.1
MOD02HKM,6.1NRT
MOD02QKM,6.1
MOD02QKM,6.1NRT
MOD02SSH,6.1
MOD02SSH,6.1NRT
MOD03,6.1
MOD03,6.1NRT
MOD04_3K,6.1
MOD04_3K,6.1NRT
MOD04_L2,6.1
MOD04_L2,6.1NRT
MOD05_L2,6.1
MOD05_L2,6.1NRT
MOD06_L2,6.1
MOD06_L2,6.1NRT
MOD07_L2,6.1
MOD07_L2,6.1NRT
MOD08_D3,6.1
MOD08_E3,6.1
MOD08_M3,6.1
MOD09,6.1
MOD09,6.1NRT
MOD09A1,006
MOD09A1,061
MOD09A1N,6.1NRT
MOD09CMA,6.1NRT
MOD09CMG,6.1NRT
MOD09CMG,006
MOD09CMG,061
MOD09GA,6.1NRT
MOD09GA,006
MOD09GA,061
MOD09GQ,6.1NRT
MOD09GQ,006
MOD09GQ,061
MOD09Q1,006
MOD09Q1,061
MOD09Q1N,6.1NRT
MOD10A1,61
MOD10A1,61
MOD10A1F,61
MOD10A1F,61
MOD10A2,61
MOD10A2,61
MOD10C1,61
MOD10C1,61
MOD10C2,61
MOD10C2,61
MOD10CM,61
MOD10CM,61
MOD10_L2,6.1NRT
MOD10_L2,61
MOD10_L2,61
MOD11A1,006
MOD11A1,061
MOD11A2,006
MOD11A2,061
MOD11B1,006
MOD11B1,061
MOD11B2,006
MOD11B2,061
MOD11B3,006
MOD11B3,061
MOD11C1,006
MOD11C1,061
MOD11C2,006
MOD11C2,061
MOD11C3,006
MOD11C3,061
MOD11CM1D,005
MOD11CM1N,005
MOD11_L2,6.1NRT
MOD11_L2,006
MOD11_L2,061
MOD13A1,006
MOD13A1,061
MOD13A2,006
MOD13A2,061
MOD13A3,006
MOD13A3,061
MOD13A4N,6.1NRT
MOD13C1,006
MOD13C1,061
MOD13C2,006
MOD13C2,061
MOD13Q1,006
MOD13Q1,061
MOD13Q4N,6.1NRT
MOD14,6.1NRT
MOD14,006
MOD14,061
MOD14A1,006
MOD14A1,061
MOD14A2,006
MOD14A2,061
MOD14CM1,005
MOD15A2H,006
MOD15A2H,061
MOD16A2,006
MOD16A2,061
MOD16A2GF,006
MOD16A2GF,061
MOD16A3,006
MOD16A3GF,006
MOD16A3GF,061
MOD17A2H,006
MOD17A2H,061
MOD17A2HGF,006
MOD17A2HGF,061
MOD17A3H,006
MOD17A3HGF,006
MOD17A3HGF,061
MOD21,6.1NRT
MOD21,006
MOD21,061
MOD21A1D,006
MOD21A1D,061
MOD21A1N,006
MOD21A1N,061
MOD21A2,006
MOD21A2,061
MOD21C1,061
MOD21C2,061
MOD21C3,061
MOD28C2,061
MOD28C3,061
MOD29,6.1NRT
MOD29,61
MOD29,61
MOD29E1D,61
MOD29E1D,61
MOD29P1D,61
MOD29P1D,61
MOD29P1N,61
MOD29P1N,61
MOD35_L2,6.1
MOD35_L2,6.1NRT
MOD44B,006
MOD44B,061
MOD44W,006
MOD44W,061
MODAODHD,6.1NRT
MODATML2,6.1
MODCSR_8,6.1
MODCSR_B,6.1
MODFDS_CLM_GLB_L3,1
MODFDS_MON_GLB_L3,1
MODFDS_SDV_GLB_L3,1
MODGRNLD,1
MODGRNLD,1
MODISA_L1,1
MODISA_L1_GEO,1
MODISA_L2_IOP,2022.0
MODISA_L2_IOP_NRT,2022.0
MODISA_L2_OC,2022.0
MODISA_L2_OC_NRT,2022.0
MODISA_L2_SST,R2019.0
MODISA_L2_SST4,R2019.0
MODISA_L2_SST4_NRT,R2019.0
MODISA_L2_SST_NRT,R2019.0
MODISA_L3b_CHL,2022.0
MODISA_L3b_CHL_NRT,2022.0
MODISA_L3b_FLH,2022.0
MODISA_L3b_FLH_NRT,2022.0
MODISA_L3b_IOP,2022.0
MODISA_L3b_IOP_NRT,2022.0
MODISA_L3b_KD,2022.0
MODISA_L3b_KD_NRT,2022.0
MODISA_L3b_NSST,R2019.0
MODISA_L3b_NSST_NRT,R2019.0
MODISA_L3b_PAR,2022.0
MODISA_L3b_PAR_NRT,2022.0
MODISA_L3b_PIC,2022.0
MODISA_L3b_PIC_NRT,2022.0
MODISA_L3b_POC,2022.0
MODISA_L3b_POC_NRT,2022.0
MODISA_L3b_RRS,2022.0
MODISA_L3b_RRS_NRT,2022.0
MODISA_L3b_SST,R2019.0
MODISA_L3b_SST4,R2019.0
MODISA_L3b_SST4_NRT,R2019.0
MODISA_L3b_SST_NRT,R2019.0
MODISA_L3m_CHL,2022.0
MODISA_L3m_CHL_NRT,2022.0
MODISA_L3m_FLH,2022.0
MODISA_L3m_FLH_NRT,2022.0
MODISA_L3m_IOP,2022.0
MODISA_L3m_IOP_NRT,2022.0
MODISA_L3m_KD,2022.0
MODISA_L3m_KD_NRT,2022.0
MODISA_L3m_NSST,R2019.0
MODISA_L3m_NSST_NRT,R2019.0
MODISA_L3m_PAR,2022.0
MODISA_L3m_PAR_NRT,2022.0
MODISA_L3m_PIC,2022.0
MODISA_L3m_PIC_NRT,2022.0
MODISA_L3m_POC,2022.0
MODISA_L3m_POC_NRT,2022.0
MODISA_L3m_RRS,2022.0
MODISA_L3m_RRS_NRT,2022.0
MODISA_L3m_SST,R2019.0
MODISA_L3m_SST4,R2019.0
MODISA_L3m_SST4_NRT,R2019.0
MODISA_L3m_SST_NRT,R2019.0
MODISA_L4b_AVW,2022.0
MODISA_L4b_CARBON,2022.0
MODISA_L4b_GSM,2022.0
MODISA_L4m_AVW,2022.0
MODISA_L4m_CARBON,2022.0
MODISA_L4m_ELOEV,1
MODISA_L4m_GSM,2022.0
MODIST_L1,1
MODIST_L1_GEO,1
MODIST_L2_IOP,2022.0
MODIST_L2_IOP_NRT,2022.0
MODIST_L2_OC,2022.0
MODIST_L2_OC_NRT,2022.0
MODIST_L2_SST,R2019.0
MODIST_L2_SST4,R2019.0
MODIST_L2_SST4_NRT,R2019.0
MODIST_L2_SST_NRT,R2019.0
MODIST_L3b_CHL,2022.0
MODIST_L3b_CHL_NRT,2022.0
MODIST_L3b_FLH,2022.0
MODIST_L3b_FLH_NRT,2022.0
MODIST_L3b_IOP,2022.0
MODIST_L3b_IOP_NRT,2022.0
MODIST_L3b_KD,2022.0
MODIST_L3b_KD_NRT,2022.0
MODIST_L3b_NSST,R2019.0
MODIST_L3b_NSST_NRT,R2019.0
MODIST_L3b_PAR,2022.0
MODIST_L3b_PAR_NRT,2022.0
MODIST_L3b_PIC,2022.0
MODIST_L3b_PIC_NRT,2022.0
MODIST_L3b_POC,2022.0
MODIST_L3b_POC_NRT,2022.0
MODIST_L3b_RRS,2022.0
MODIST_L3b_RRS_NRT,2022.0
MODIST_L3b_SST,R2019.0
MODIST_L3b_SST4,R2019.0
MODIST_L3b_SST4_NRT,R2019.0
MODIST_L3b_SST_NRT,R2019.0
MODIST_L3m_CHL,2022.0
MODIST_L3m_CHL_NRT,2022.0
MODIST_L3m_FLH,2022.0
MODIST_L3m_FLH_NRT,2022.0
MODIST_L3m_IOP,2022.0
MODIST_L3m_IOP_NRT,2022.0
MODIST_L3m_KD,2022.0
MODIST_L3m_KD_NRT,2022.0
MODIST_L3m_NSST,R2019.0
MODIST_L3m_NSST_NRT,R2019.0
MODIST_L3m_PAR,2022.0
MODIST_L3m_PAR_NRT,2022.0
MODIST_L3m_PIC,2022.0
MODIST_L3m_PIC_NRT,2022.0
MODIST_L3m_POC,2022.0
MODIST_L3m_POC_NRT,2022.0
MODIST_L3m_RRS,2022.0
MODIST_L3m_RRS_NRT,2022.0
MODIST_L3m_SST,R2019.0
MODIST_L3m_SST4,R2019.0
MODIST_L3m_SST4_NRT,R2019.0
MODIST_L3m_SST_NRT,R2019.0
MODIST_L4b_AVW,2022.0
MODIST_L4b_CARBON,2022.0
MODIST_L4b_GSM,2022.0
MODIST_L4m_AVW,2022.0
MODIST_L4m_CARBON,2022.0
MODIST_L4m_GSM,2022.0
MODIS_A-JPL-L2P-v2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_8DAY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_8DAY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_ANNUAL_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_ANNUAL_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_DAILY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_DAILY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_MONTHLY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_MID-IR_MONTHLY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_8DAY_4KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_8DAY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_8DAY_9KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_8DAY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_ANNUAL_4KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_ANNUAL_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_ANNUAL_9KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_ANNUAL_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_DAILY_4KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_DAILY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_DAILY_9KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_DAILY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_MONTHLY_4KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_MONTHLY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_MONTHLY_9KM_DAYTIME_V2019.0,2019.0
MODIS_AQUA_L3_SST_THERMAL_MONTHLY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_CCaN_NDVI_Trends_Alaska_1666,1
MODIS_CR_Equal_Angle_3h,1.0
MODIS_CR_Equal_Angle_Daily,1.0
MODIS_CR_Equal_Area_3h,1.0
MODIS_MAIAC_Reflectance_1700,1
MODIS_PAR_1140,1
MODIS_T-JPL-L2P-v2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_8DAY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_8DAY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_ANNUAL_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_ANNUAL_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_DAILY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_DAILY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_MONTHLY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_MID-IR_MONTHLY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_8DAY_4KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_8DAY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_8DAY_9KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_8DAY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_ANNUAL_4KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_ANNUAL_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_ANNUAL_9KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_ANNUAL_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_DAILY_4KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_DAILY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_DAILY_9KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_DAILY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_MONTHLY_4KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_MONTHLY_4KM_NIGHTTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_MONTHLY_9KM_DAYTIME_V2019.0,2019.0
MODIS_TERRA_L3_SST_THERMAL_MONTHLY_9KM_NIGHTTIME_V2019.0,2019.0
MODIS_emissions_758,1
MODOCGA,006
MODTBGA,006
MODVI,005
MOD_L2_DC,001
MOKIHANA,0
MONTEREY_BAY,0
MOOSE_Aerodyne-Mobile-Laboratory,1
MOOSE_AircraftRemoteSensing_NASA-G3_GCAS_Data,1
MOP02J,109
MOP02J,8
MOP02J,9
MOP02N,109
MOP02N,8
MOP02N,9
MOP02T,109
MOP02T,8
MOP02T,9
MOP03J,109
MOP03J,8
MOP03J,9
MOP03JM,109
MOP03JM,8
MOP03JM,9
MOP03N,109
MOP03N,8
MOP03N,9
MOP03NM,109
MOP03NM,8
MOP03NM,9
MOP03T,109
MOP03T,8
MOP03T,9
MOP03TM,109
MOP03TM,8
MOP03TM,9
MOPCH,007
MOPITT_co_835,1
MRIRN2IM,001
MRIRN2L1,001
MRIRN3IM,001
MRIRN3L1,001
MSAQSO2L4,2
MSG01-OSPO-L2P-v1.0,1.0
MSG02-OSPO-L2P-v1.0,1.0
MSG03-OSPO-L2P-v1.0,1.0
MSG04-OSPO-L2P-v1.0,1.0
MSLERLSTL3d10,1
MSLERLSTL3zm,1
MSLERNNL3d10,1
MSLERNNL3zm,1
MSLSP30NA,011
MSO3L3zm5,1
MSULST,001
MSULTT,001
MSUOP,001
MSUUTT,001
MSVOLSO2L4,4
MS_Sound,0
MTSAT2-OSPO-L2P-v1.0,1.0
MUR-JPL-L4-GLOB-v4.1,4.1
MUR25-JPL-L4-GLOB-v04.2,4.2
MURI_Camouflage,0
MURI_HI,0
MUSE,0
MVCO,0
MW_IR_OI-REMSS-L4-GLOB-v5.0,5.0
MW_IR_OI-REMSS-L4-GLOB-v5.1,5.1
MW_OI-REMSS-L4-GLOB-v5.0,5.0
MW_OI-REMSS-L4-GLOB-v5.1,5.1
MYD00F,6.1NRT
MYD00S,6NRT
MYD01,6.1NRT
MYD021KM,6.1
MYD021KM,6.1NRT
MYD02HKM,6.1
MYD02HKM,6.1NRT
MYD02QKM,6.1
MYD02QKM,6.1NRT
MYD02SSH,6.1
MYD02SSH,6.1NRT
MYD03,6.1
MYD03,6.1NRT
MYD04_3K,6.1
MYD04_3K,6.1NRT
MYD04_L2,6.1
MYD04_L2,6.1NRT
MYD05_L2,6.1
MYD05_L2,6.1NRT
MYD06_L2,6.1
MYD06_L2,6.1NRT
MYD07_L2,6.1
MYD07_L2,6.1NRT
MYD08_D3,6.1
MYD08_E3,6.1
MYD08_M3,6.1
MYD09,6.1NRT
MYD09,6.1
MYD09A1,006
MYD09A1,061
MYD09CMA,6.1NRT
MYD09CMG,6.1NRT
MYD09CMG,006
MYD09CMG,061
MYD09GA,6.1NRT
MYD09GA,006
MYD09GA,061
MYD09GQ,6.1NRT
MYD09GQ,006
MYD09GQ,061
MYD09Q1,006
MYD09Q1,061
MYD10A1,61
MYD10A1,61
MYD10A1F,61
MYD10A1F,61
MYD10A2,61
MYD10A2,61
MYD10C1,61
MYD10C1,61
MYD10C2,61
MYD10C2,61
MYD10CM,61
MYD10CM,61
MYD10_L2,6.1NRT
MYD10_L2,61
MYD10_L2,61
MYD11A1,006
MYD11A1,061
MYD11A2,006
MYD11A2,061
MYD11B1,006
MYD11B1,061
MYD11B2,006
MYD11B2,061
MYD11B3,006
MYD11B3,061
MYD11C1,006
MYD11C1,061
MYD11C2,006
MYD11C2,061
MYD11C3,006
MYD11C3,061
MYD11CM1D,005
MYD11CM1N,005
MYD11_L2,6.1NRT
MYD11_L2,006
MYD11_L2,061
MYD13A1,006
MYD13A1,061
MYD13A2,006
MYD13A2,061
MYD13A3,006
MYD13A3,061
MYD13C1,006
MYD13C1,061
MYD13C2,006
MYD13C2,061
MYD13Q1,006
MYD13Q1,061
MYD14,6.1NRT
MYD14,006
MYD14,061
MYD14A1,006
MYD14A1,061
MYD14A2,006
MYD14A2,061
MYD14CM1,005
MYD15A2H,006
MYD15A2H,061
MYD16A2,006
MYD16A2,061
MYD16A2GF,006
MYD16A2GF,061
MYD16A3,006
MYD16A3GF,006
MYD16A3GF,061
MYD17A2H,006
MYD17A2H,061
MYD17A2HGF,006
MYD17A2HGF,061
MYD17A3H,006
MYD17A3HGF,006
MYD17A3HGF,061
MYD21,6.1NRT
MYD21,006
MYD21,061
MYD21A1D,006
MYD21A1D,061
MYD21A1N,006
MYD21A1N,061
MYD21A2,006
MYD21A2,061
MYD21C1,061
MYD21C2,061
MYD21C3,061
MYD28C2,061
MYD28C3,061
MYD29,6.1NRT
MYD29,61
MYD29,61
MYD29E1D,61
MYD29E1D,61
MYD29P1D,61
MYD29P1D,61
MYD29P1N,61
MYD29P1N,61
MYD35_L2,6.1
MYD35_L2,6.1NRT
MYDAODHD,6.1NRT
MYDATML2,6.1
MYDCSR_8,6.1
MYDCSR_B,6.1
MYDFDS_CLM_GLB_L3,1
MYDFDS_MON_GLB_L3,1
MYDFDS_SDV_GLB_L3,1
MYDGB0,6.1NRT
MYDOCGA,006
MYDTBGA,006
MYDVI,005
MYD_L2_CB,001
MYD_L2_DC,001
MYD_L2_MPLCT,001
MYD_L3_OFLCT,001
MagMix,0
Main_Melt_Onset_Dates_1841,1.0
Maine_Forest_Biomass_Map_2435,1
MangroveExtent_Landsat_MSS_2329,1
Maps_AGB_North_Slope_AK_1565,1
Marlon_Lewis_92,0
Maryland_Temperature_Humidity_1319,1
MatthewsVegetation_419,1
Mean_Seasonal_LAI_1653,1
Medit_Ligurian,0
MetOpA_GOME2_SIF_V2_2292,2
MetOpB_GOME2_SIF_2182,1
Meteorological_1065,1
Methane_Ebullition_Lakes_AK_1861,1
Methane_Ethane_MA_NH_1982,1
Methane_Flaring_Sites_VIIRS_1874,1
Microbiome,0
Mid-latitude_soils_705,2
Missouri_Reservoirs_RSWQ,0
MonthlyWetland_CH4_WetCHARTsV2_2346,1.3.3
Monthly_Hydrological_Fluxes_1647,1
MultiInstrumentFusedXCO2,4
MultiInstrumentFusedXCO2,3
MumfordCove,0
N01,0
N07_AVH02C1,6
N07_AVH09C1,6
N07_AVH13C1,6
N09_AVH02C1,6
N09_AVH09C1,6
N09_AVH13C1,6
N11_AVH02C1,6
N11_AVH09C1,6
N11_AVH13C1,6
N14_AVH02C1,6
N14_AVH09C1,6
N14_AVH13C1,6
N16_AVH02C1,6
N16_AVH09C1,6
N16_AVH13C1,6
N18_AVH02C1,6
N18_AVH09C1,6
N18_AVH13C1,6
N19_AVH02C1,6
N19_AVH09C1,6
N19_AVH13C1,6
N21-VIIRS-L2P-ACSPO-v2.80,2.80
N21-VIIRS-L3U-ACSPO-v2.80,2.80
NAAMES,0
NAAMES_AerosolCloud_AircraftRemoteSensing_Data,1
NAAMES_Aerosol_AircraftInSitu_Data,1
NAAMES_Aerosol_ShipInSitu_Data,1
NAAMES_Cloud_AircraftInSitu_Data,1
NAAMES_Merge_Data,1
NAAMES_MetNav_AircraftInSitu_Data,1
NAAMES_MetNav_ShipInSitu_Data,1
NAAMES_Met_SondeInSitu_Data,1
NAAMES_Misc_Ship_Data,1
NAAMES_Ocean_AircraftRemoteSensing_Data,1
NAAMES_Radiation_AircraftInSitu_Data,1
NAAMES_TraceGas_AircraftInSitu_Data,1
NAAMES_TraceGas_ShipInSitu_Data,1
NAB08,0
NABE,0
NACP_ACES_V2_1943,2
NACP_BlackSpruce_Burn-Severity_1331,1
NACP_Boreal_Biome_Biomass_1273,1
NACP_Forest_Biophysical_1046,1
NACP_Forest_Conservation_1662,1
NACP_GHG_Data_Compilation_1206,1
NACP_MCI_CO2_Inventory_1205,1
NACP_MCI_CO2_Inversions_1204,1
NACP_MCI_CO2_Measurements_1202,1
NACP_MCI_Crop_GPP_1217,1
NACP_Modeled_NEE_NEP_Fluxes_1203,1
NACP_MsTMIP_Model_Driver_1220,1
NACP_MsTMIP_Model_Structure_1228,1
NACP_MsTMIP_TBMO_1225,1
NACP_MsTMIP_Unified_NA_SoilMap_1242,1
NACP_NAM_HYSPLIT_Footprints_1586,1
NACP_PNW_Carbon_Balance_1317,1
NACP_PalEON_MIP_1779,1
NACP_Peatland_Burn-Severity_1283,1
NACP_Peatland_Land_Cover_MI_1513,1
NACP_Regional_Model_GHG_Aggr_1179,1
NACP_Regional_Obs_Model_Grid_1157,1
NACP_Regional_Obs_Model_Orig_1193,1
NACP_Regional_Obs_Model_Suppl_1158,1
NACP_Site_Model_Data_Orig_Fmt_1192,1
NACP_Site_Model_Flux_Std_Fmt_1183,1
NACP_Site_Tower_Met_and_Flux_1178,1
NACP_TERRA-PNW_1292,1
NACP_Vista_CA_CH4_Inventory_1726,1
NACP_Vista_LA_CH4_Inventory_1525,1
NACP_Wild_Cropland_Fuel_Map_1163,1
NACP_Woody_Veg_N_Slope_AK_V2_1365,2
NAFD-NEX_Attribution_1799,1
NAFD-NEX_Forest_Disturbance_1290,1
NAFD_Disturbance_1077,1
NARSTO_EPA_SS_ATLANTA_1999_CHEM_PM_MET_DATA,1
NARSTO_EPA_SS_ATLANTA_1999_UAH_MIPS_DATA,1
NARSTO_EPA_SS_ATLANTA_RAPID_SPMS_DATA,1
NARSTO_EPA_SS_BALTIMORE_JHU_LIDAR_DATA,1
NARSTO_EPA_SS_BALTIMORE_JHU_MET_DATA,1
NARSTO_EPA_SS_BALTIMORE_RAPID_SPMS_DATA,1
NARSTO_EPA_SS_BALTIMORE_SEAS_PM25_METAL_CYTOKINES,1
NARSTO_EPA_SS_FRESNO_AETHALOM_MULTI_WL_CARBON,1
NARSTO_EPA_SS_FRESNO_BAM_PM_MASS,1
NARSTO_EPA_SS_FRESNO_EC_PM25_FRACTION,1
NARSTO_EPA_SS_FRESNO_MET_DATA,1
NARSTO_EPA_SS_FRESNO_PARTICLE_PAC_DATA,1
NARSTO_EPA_SS_FRESNO_PM25_NO3_SO4,1
NARSTO_EPA_SS_FRESNO_PM25_OC_EC,1
NARSTO_EPA_SS_FRESNO_TEOM_PM_MASS,1
NARSTO_EPA_SS_HOUSTON_DMA_DATA,1
NARSTO_EPA_SS_HOUSTON_NH3_HNO3_DATA,1
NARSTO_EPA_SS_HOUSTON_NO3_SO4_C_DATA,1
NARSTO_EPA_SS_HOUSTON_RAPID_SPMS_DATA,1
NARSTO_EPA_SS_HOUSTON_TEXAQS2000_CAMS_DATA,1
NARSTO_EPA_SS_HOUSTON_TEXAQS2000_DOE_G-1_DATA,1
